"Name","adp_score_mean","adp_score_std","auc_mean","auc_std"
"CLEARSCOPE_E3_None_only_type","0.005","0.0028284271247461905","0.8807919999999999","0.04943645432269592"
"CLEARSCOPE_E3_None_only_type","0.013","0.015297058540778351","0.865278","0.10202843278223964"
"CLEARSCOPE_E3_None_only_type","0.0112","0.007359347797189639","0.913324","0.0619952993701942"
"CLEARSCOPE_E3_all_hierarchical_hashing","0.01","0.005176871642217913","0.8859680000000001","0.1052293524450284"
"CLEARSCOPE_E3_all_hierarchical_hashing","0.013599999999999998","0.00893532316147547","0.9152","0.10446674341626622"
"CLEARSCOPE_E3_all_hierarchical_hashing","0.0134","0.013514436725220924","0.94125","0.03426290588960604"
"CLEARSCOPE_E3_all_hierarchical_hashing","0.0068000000000000005","0.00331058907144937","0.857166","0.1599402753030018"
"CLEARSCOPE_E3_train_hierarchical_hashing","0.0084","0.004079215610874228","0.8666560000000001","0.1511281868613529"
"CLEARSCOPE_E3_train_hierarchical_hashing","0.014","0.0028982753492378874","0.959038","0.02200126032753577"
"CLEARSCOPE_E3_train_hierarchical_hashing","0.0114","0.00467332857821917","0.950662","0.022754177111027337"
"CLEARSCOPE_E3_all_fasttext","0.0388","0.04221089906647334","0.906886","0.06496096384752925"
"CLEARSCOPE_E3_all_fasttext","0.011200000000000002","0.008494704232638121","0.912236","0.06862236154490747"
"CLEARSCOPE_E3_all_fasttext","0.0108","0.009325234581499814","0.931926","0.028733348986848005"
"CLEARSCOPE_E3_train_fasttext","0.0148","0.012253978945632312","0.871522","0.1016572072014572"
"CLEARSCOPE_E3_train_fasttext","0.011199999999999998","0.005418486873657627","0.864774","0.116658102436136"
"CLEARSCOPE_E3_train_fasttext","0.011","0.007402702209328699","0.8858180000000001","0.08359391135722746"
"CLEARSCOPE_E3_all_doc2vec","0.0232","0.006794115100585212","0.9706","0.02460574160638123"
"CLEARSCOPE_E3_all_doc2vec","0.0078","0.0011661903789690598","0.94392","0.032514078181612345"
"CLEARSCOPE_E3_all_doc2vec","0.0082","0.004445222154178574","0.94761","0.03510152019500008"
"CLEARSCOPE_E3_train_doc2vec","0.0096","0.006118823416311343","0.906142","0.04587900670241237"
"CLEARSCOPE_E3_train_doc2vec","0.0078","0.0033704599092705435","0.8965479999999999","0.11656750068522533"
"CLEARSCOPE_E3_train_doc2vec","0.004","0.0014142135623730952","0.905826","0.030341922549502364"
"CLEARSCOPE_E3_all_flash","0.028000000000000004","0.0362381014955254","0.93301","0.03475631338332648"
"CLEARSCOPE_E3_all_flash","0.0114","0.010762899237658968","0.8029300000000001","0.2402383222552139"
"CLEARSCOPE_E3_all_flash","0.019000000000000003","0.029017236257093813","0.6734500000000001","0.2060644289536649"
"CLEARSCOPE_E3_train_flash","0.032600000000000004","0.03984269067219231","0.8282339999999999","0.2410798751119637"
"CLEARSCOPE_E3_train_flash","0.0126","0.00816333265278342","0.93494","0.05237355210409164"
"CLEARSCOPE_E3_train_flash","0.027600000000000003","0.019724096937502617","0.8477600000000001","0.11919250009962878"
"CLEARSCOPE_E3_all_word2vec","0.0068000000000000005","0.00331058907144937","0.8855299999999999","0.0895384366626981"
"CLEARSCOPE_E3_all_word2vec","0.0074","0.0013564659966250536","0.938016","0.016386431704309496"
"CLEARSCOPE_E3_all_word2vec","0.03560000000000001","0.028260219390514287","0.977432","0.00833859796368669"
"CLEARSCOPE_E3_all_word2vec","0.012","0.00340587727318528","0.957574","0.010973204819012558"
"CLEARSCOPE_E3_train_word2vec","0.007400000000000001","0.002870540018881465","0.929434","0.0262321258002473"
"CLEARSCOPE_E3_train_word2vec","0.0092","0.0031874754901018458","0.8979420000000001","0.10716932702970568"
"CLEARSCOPE_E3_train_word2vec","0.0116","0.003773592452822641","0.958318","0.014580700120364594"
"CLEARSCOPE_E3_all_word2vec","0.0296","0.01721162397916013","0.964546","0.017295694955681888"
"CLEARSCOPE_E3_train_word2vec","0.013800000000000002","0.011956588142108098","0.906984","0.1077060517519791"
"CLEARSCOPE_E3_train_word2vec","0.0086","0.005238320341483518","0.937976","0.02702573632669424"
"CLEARSCOPE_E3_train_word2vec","0.017800000000000003","0.008084553172563095","0.954248","0.020828479925332988"
"CLEARSCOPE_E3_all_feature_word2vec","0.014599999999999997","0.007059745037889116","0.961226","0.006073551185262203"
"CLEARSCOPE_E3_all_feature_word2vec","0.0102","0.006584831053261731","0.94059","0.034606658318884216"
"CLEARSCOPE_E3_all_feature_word2vec","0.010600000000000002","0.004454211490264017","0.938968","0.0293566915029606"
"CLEARSCOPE_E3_train_feature_word2vec","0.014000000000000002","0.009316651759081692","0.952704","0.03804056498003154"
"CLEARSCOPE_E3_train_feature_word2vec","0.006","0.0031622776601683794","0.91594","0.03479099711132177"
"CLEARSCOPE_E3_train_feature_word2vec","0.0056","0.003072458299147443","0.8655440000000001","0.09262806952538738"
